2018-05-24 22:27:13,https://www.google.com/,1480,147,390,1365,2530,16,5928
2018-05-24 22:27:13,https://twitter.com/,1094,168,343,2729,1652,1,5987
2018-05-24 22:27:17,https://www.facebook.com/,4803,186,391,3721,4027,525,13653
2018-05-24 22:27:21,https://wordpress.org/,852,27,556,3583,2066,1,7085
2018-05-24 22:27:26,https://www.youtube.com/,1521,109,1793,7431,3178,3,14035
2018-05-24 22:27:28,https://www.linkedin.com/,1534,222,605,10467,234,38,13100
2018-05-24 22:27:28,https://www.instagram.com/,1761,218,550,5999,330,2,8860
2018-05-24 22:27:39,https://www.blogger.com/,4037,55,514,5827,1343,1,11777
2018-05-24 22:27:43,https://www.wikipedia.org/,4045,36,1968,983,11956,0,18988
2018-05-24 22:27:46,https://wordpress.com/,1362,89,1476,764,16328,427,20446
2018-05-24 22:27:54,https://www.adobe.com/,1730,79,730,11440,8189,1570,23738
2018-05-24 22:27:55,https://www.pinterest.com/,3380,383,257,2199,27929,213,34361
2018-05-24 22:27:57,https://www.apple.com/,2817,33,4538,8013,1150,5,16556
2018-05-24 22:28:07,https://www.tumblr.com/,5592,170,3476,12156,2057,76,23527
2018-05-24 22:28:09,https://goo.gl/,2480,325,5262,2319,7819,1,18206
2018-05-24 22:28:10,https://www.youtube.com/,2205,83,4870,16235,286,1,23680
2018-05-24 22:28:29,https://www.amazon.com/,5040,312,5432,8554,20069,78,39485
2018-05-24 22:28:33,https://www.microsoft.com/,13605,180,16747,2515,349,24,33420
2018-05-24 22:28:45,http://t.co/,108,48,7826,61,995,0,9038
2018-05-24 22:28:47,http://baidu.com/,44,36,9284,2,39,0,9405
2018-05-24 22:28:53,http://europa.eu/,39,27,11340,902,3395,2,15705
2018-05-24 22:28:55,https://www.godaddy.com/,9253,457,19986,529,570,27,30822
2018-05-24 22:28:59,https://www.flickr.com/,12849,119,18590,459,6991,3,39011
2018-05-24 22:29:07,https://www.yahoo.com/,7856,65,18103,5985,15529,65,47603
2018-05-24 22:29:17,https://www.w3.org/,20950,61,21266,1158,3108,0,46543
2018-05-24 22:29:39,https://www.gov.uk/,24130,122,31670,465,601,1,56989
2018-05-24 22:30:26,https://www.msn.com/,5873,227,1576,7176,3184,36,18072
2018-05-24 22:30:44,https://www.e-recht24.de/,2625,4152,925,4018,14215,1796,27731
