1,2018-07-08 19:37:47,https://www.facebook.com/,2960,139,268,1437,4793,493,10090
2,2018-07-08 19:37:49,https://twitter.com/,360,122,258,1809,772,1,3322
3,2018-07-08 19:37:50,https://www.google.com/,724,105,210,1194,1519,47,3799
4,2018-07-08 19:37:53,https://www.youtube.com/,546,74,761,1140,419,32,2972
5,2018-07-08 19:38:04,https://wordpress.org/,2270,23,436,2503,1560,1,6793
6,2018-07-08 19:38:05,https://www.instagram.com/,891,146,236,3314,676,21,5284
7,2018-07-08 19:38:16,https://www.linkedin.com/,5432,260,357,14192,595,188,21024
8,2018-07-08 19:38:18,https://www.blogger.com/,1482,36,35,3943,362,0,5858
9,2018-07-08 19:38:21,https://www.wikipedia.org/,743,38,540,968,8100,16,10405
10,2018-07-08 19:38:23,https://www.pinterest.com/,1028,156,97,1797,17134,166,20378
11,2018-07-08 19:38:24,https://wordpress.com/,631,53,760,533,10561,444,12982
12,2018-07-08 19:38:30,https://www.adobe.com/,927,35,115,4353,6528,535,12493
13,2018-07-08 19:38:45,https://goo.gl/,2928,127,335,1017,930,12,5349
14,2018-07-08 19:38:53,https://vimeo.com/,459,105,69,1779,4800,12,7224
15,2018-07-08 19:38:55,https://www.microsoft.com/,1282,162,189,3168,1235,43,6079
16,2018-07-08 19:39:14,https://www.flickr.com/,483,79,278,1125,10761,69,12795
17,2018-07-08 19:39:33,https://www.godaddy.com/,6439,599,2372,3084,490,97,13081
18,2018-07-08 19:39:36,https://www.yahoo.com/,1110,89,1094,7273,18182,173,27921
19,2018-07-08 19:39:39,http://www.qq.com/,2129,695,1494,9542,8967,2,22829
20,2018-07-08 19:39:41,https://www.buydomains.com/,3887,291,625,4047,17414,31,26295
